season,matchweek,home_club,away_club,final_score,goal_club,goal_scorer,minute
1992-1993,12,Sheff Wed,Oldham Athletic,2:1,Sheff Wed,Carlton Palmer,9
1992-1993,12,Sheff Wed,Oldham Athletic,2:1,Sheff Wed,Mark Bright,17
1992-1993,12,Sheff Wed,Oldham Athletic,2:1,Oldham Athletic,Mike Milligan,44
1992-1993,12,Southampton,Wimbledon FC,2:2,Wimbledon FC,Steve Cotterill,50
1992-1993,12,Southampton,Wimbledon FC,2:2,Southampton,Iain Dowie,57
1992-1993,12,Southampton,Wimbledon FC,2:2,Wimbledon FC,Steve Cotterill,67
1992-1993,12,Southampton,Wimbledon FC,2:2,Southampton,Perry Groves,83
1992-1993,12,Spurs,Middlesbrough,2:2,Middlesbrough,Robbie Mustoe,1
1992-1993,12,Spurs,Middlesbrough,2:2,Middlesbrough,Neil Ruddock,32
1992-1993,12,Spurs,Middlesbrough,2:2,Spurs,Teddy Sheringham,70
1992-1993,12,Spurs,Middlesbrough,2:2,Spurs,Nick Barmby,73
1992-1993,12,Man Utd,Liverpool,2:2,Liverpool,Don Hutchison,23
1992-1993,12,Man Utd,Liverpool,2:2,Liverpool,Ian Rush,44
1992-1993,12,Man Utd,Liverpool,2:2,Man Utd,Mark Hughes,78
1992-1993,12,Man Utd,Liverpool,2:2,Man Utd,Mark Hughes,90
1992-1993,13,Arsenal,Everton,2:0,Arsenal,Ian Wright,5
1992-1993,13,Arsenal,Everton,2:0,Arsenal,Anders Limpar,58
1992-1993,13,Coventry,Chelsea,1:2,Chelsea,Mick Harford,32
1992-1993,13,Coventry,Chelsea,1:2,Coventry,Robert Rosario,58
1992-1993,13,Coventry,Chelsea,1:2,Chelsea,Graham Stuart,70
1992-1993,13,Ipswich,Crystal Palace,2:2,Crystal Palace,Chris Armstrong,60
1992-1993,13,Ipswich,Crystal Palace,2:2,Ipswich,Jason Dozzell,72
1992-1993,13,Ipswich,Crystal Palace,2:2,Crystal Palace,Chris Coleman,75
1992-1993,13,Ipswich,Crystal Palace,2:2,Ipswich,Jason Dozzell,83
1992-1993,13,Man City,Southampton,1:0,Man City,Mike Sheron,74
1992-1993,13,Middlesbrough,Sheff Wed,1:1,Sheff Wed,Mark Bright,29
1992-1993,13,Middlesbrough,Sheff Wed,1:1,Middlesbrough,Paul Wilkinson,34
1992-1993,13,Oldham Athletic,Aston Villa,1:1,Oldham Athletic,Ian Olney,19
1992-1993,13,Oldham Athletic,Aston Villa,1:1,Aston Villa,Dalian Atkinson,81
1992-1993,13,QPR,Leeds,2:1,Leeds,Gordon Strachan,57
1992-1993,13,QPR,Leeds,2:1,QPR,David Bardsley,73
1992-1993,13,QPR,Leeds,2:1,QPR,Les Ferdinand,85
1992-1993,13,Liverpool,Norwich,4:1,Norwich,Ian Butterworth,2
1992-1993,13,Liverpool,Norwich,4:1,Liverpool,Michael Thomas,15
1992-1993,13,Liverpool,Norwich,4:1,Liverpool,Don Hutchison,20
1992-1993,13,Liverpool,Norwich,4:1,Liverpool,David Burrows,52
1992-1993,13,Liverpool,Norwich,4:1,Liverpool,Mark Walters,89
1992-1993,13,Wimbledon FC,Spurs,1:1,Wimbledon FC,Terry Gibson,38
1992-1993,13,Wimbledon FC,Spurs,1:1,Spurs,Nick Barmby,48
1992-1993,14,Chelsea,Sheff Utd,1:2,Sheff Utd,Adrian Littlejohn,40
1992-1993,14,Chelsea,Sheff Utd,1:2,Chelsea,Andy Townsend,41
1992-1993,14,Chelsea,Sheff Utd,1:2,Sheff Utd,Brian Deane,57
1992-1993,14,Everton,Man City,1:3,Man City,Mike Sheron,12
1992-1993,14,Everton,Man City,1:3,Man City,David White,19
1992-1993,14,Everton,Man City,1:3,Man City,Mike Sheron,62
1992-1993,14,Everton,Man City,1:3,Everton,Ian Brightwell,68
1992-1993,14,Leeds,Coventry,2:2,Coventry,Gary McAllister,12
1992-1993,14,Leeds,Coventry,2:2,Leeds,Lee Chapman,70
1992-1993,14,Leeds,Coventry,2:2,Coventry,Peter Ndlovu,77
1992-1993,14,Leeds,Coventry,2:2,Leeds,Chris Fairclough,90
1992-1993,14,Man Utd,Wimbledon FC,0:1,Wimbledon FC,Lawrie Sanchez,79
1992-1993,14,Norwich,Middlesbrough,1:1,Middlesbrough,Paul Wilkinson,64
1992-1993,14,Norwich,Middlesbrough,1:1,Norwich,Daryl Sutch,86
1992-1993,14,Nottm Forest,Ipswich,0:1,Ipswich,Jason Dozzell,6
1992-1993,14,Southampton,Oldham Athletic,1:0,Southampton,Richard Hall,58
1992-1993,14,Spurs,Liverpool,2:0,Spurs,Nayim,63
1992-1993,14,Spurs,Liverpool,2:0,Spurs,Neil Ruddock,72
1992-1993,14,Aston Villa,QPR,2:0,Aston Villa,Dean Saunders,43
1992-1993,14,Aston Villa,QPR,2:0,Aston Villa,Dalian Atkinson,79
1992-1993,14,Crystal Palace,Arsenal,1:2,Arsenal,Paul Merson,5
1992-1993,14,Crystal Palace,Arsenal,1:2,Crystal Palace,Eddie McGoldrick,69
1992-1993,14,Crystal Palace,Arsenal,1:2,Arsenal,Ian Wright,73
1992-1993,15,Arsenal,Coventry,3:0,Arsenal,Alan Smith,8
1992-1993,15,Arsenal,Coventry,3:0,Arsenal,Ian Wright,30
1992-1993,15,Arsenal,Coventry,3:0,Arsenal,Kevin Campbell,45
1992-1993,15,Aston Villa,Man Utd,1:0,Aston Villa,Dalian Atkinson,12
1992-1993,15,Blackburn,Spurs,0:2,Spurs,David Howells,67
1992-1993,15,Blackburn,Spurs,0:2,Spurs,Teddy Sheringham,81
1992-1993,15,Chelsea,Crystal Palace,3:1,Chelsea,Richard Shaw,4
1992-1993,15,Chelsea,Crystal Palace,3:1,Chelsea,Graham Stuart,40
1992-1993,15,Chelsea,Crystal Palace,3:1,Chelsea,Mick Harford,58
1992-1993,15,Chelsea,Crystal Palace,3:1,Crystal Palace,Eric Young,70
1992-1993,15,Liverpool,Middlesbrough,4:1,Liverpool,Ronny Rosenthal,9
1992-1993,15,Liverpool,Middlesbrough,4:1,Liverpool,Ronny Rosenthal,38
1992-1993,15,Liverpool,Middlesbrough,4:1,Middlesbrough,Jimmy Phillips,41
1992-1993,15,Liverpool,Middlesbrough,4:1,Liverpool,Steve McManaman,45
1992-1993,15,Liverpool,Middlesbrough,4:1,Liverpool,Ian Rush,89
1992-1993,15,Man City,Leeds,4:0,Man City,Mike Sheron,13
1992-1993,15,Man City,Leeds,4:0,Man City,David White,37
1992-1993,15,Man City,Leeds,4:0,Man City,Andy Hill,75
1992-1993,15,Man City,Leeds,4:0,Man City,Ian Brightwell,80
1992-1993,15,Nottm Forest,Everton,0:1,Everton,Paul Rideout,52
1992-1993,15,Wimbledon FC,QPR,0:2,QPR,Bradley Allen,25
1992-1993,15,Wimbledon FC,QPR,0:2,QPR,Ray Wilkins,42
1992-1993,15,Sheff Utd,Sheff Wed,1:1,Sheff Utd,Adrian Littlejohn,61
1992-1993,15,Sheff Utd,Sheff Wed,1:1,Sheff Wed,David Hirst,84
1992-1993,15,Oldham Athletic,Norwich,2:3,Norwich,Mark Robins,14
1992-1993,15,Oldham Athletic,Norwich,2:3,Oldham Athletic,Graeme Sharp,25
1992-1993,15,Oldham Athletic,Norwich,2:3,Norwich,Mark Robins,27
1992-1993,15,Oldham Athletic,Norwich,2:3,Oldham Athletic,Ian Marshall,43
1992-1993,15,Oldham Athletic,Norwich,2:3,Norwich,Mark Robins,90
1992-1993,16,Coventry,Man City,2:3,Coventry,Micky Quinn,13
1992-1993,16,Coventry,Man City,2:3,Coventry,Micky Quinn,49
1992-1993,16,Coventry,Man City,2:3,Man City,Mike Sheron,56
1992-1993,16,Coventry,Man City,2:3,Man City,Niall Quinn,66
1992-1993,16,Coventry,Man City,2:3,Man City,Keith Curle,78
1992-1993,16,Crystal Palace,Nottm Forest,1:1,Crystal Palace,Chris Armstrong,23
1992-1993,16,Crystal Palace,Nottm Forest,1:1,Nottm Forest,Gary Bannister,84
1992-1993,16,Everton,Chelsea,0:1,Chelsea,Robert Fleck,45
1992-1993,16,Leeds,Arsenal,3:0,Leeds,Chris Fairclough,51
1992-1993,16,Leeds,Arsenal,3:0,Leeds,Lee Chapman,56
1992-1993,16,Leeds,Arsenal,3:0,Leeds,Gary McAllister,87
1992-1993,16,Man Utd,Oldham Athletic,3:0,Man Utd,Brian McClair,10
1992-1993,16,Man Utd,Oldham Athletic,3:0,Man Utd,Mark Hughes,11
1992-1993,16,Man Utd,Oldham Athletic,3:0,Man Utd,Brian McClair,28
1992-1993,16,Middlesbrough,Wimbledon FC,2:0,Middlesbrough,John Hendrie,49
1992-1993,16,Middlesbrough,Wimbledon FC,2:0,Middlesbrough,Chris Morris,56
1992-1993,16,Norwich,Sheff Utd,2:1,Norwich,Paul Beesley,60
1992-1993,16,Norwich,Sheff Utd,2:1,Sheff Utd,Alan Cork,71
1992-1993,16,Norwich,Sheff Utd,2:1,Norwich,Mark Robins,80
1992-1993,16,Sheff Wed,Ipswich,1:1,Sheff Wed,Neil Thompson,16
1992-1993,16,Sheff Wed,Ipswich,1:1,Ipswich,Chris Kiwomya,74
1992-1993,16,Southampton,Blackburn,1:1,Southampton,Matt Le Tissier,22
1992-1993,16,Southampton,Blackburn,1:1,Blackburn,Kevin Moran,38
1992-1993,16,QPR,Liverpool,0:1,Liverpool,Ronny Rosenthal,87
1992-1993,17,Arsenal,Man Utd,0:1,Man Utd,Mark Hughes,27
1992-1993,17,Aston Villa,Norwich,2:3,Norwich,David Phillips,17
1992-1993,17,Aston Villa,Norwich,2:3,Norwich,Darren Beckford,30
1992-1993,17,Aston Villa,Norwich,2:3,Aston Villa,Ray Houghton,45
1992-1993,17,Aston Villa,Norwich,2:3,Aston Villa,Garry Parker,46
1992-1993,17,Aston Villa,Norwich,2:3,Norwich,Daryl Sutch,49
1992-1993,17,Blackburn,QPR,1:0,Blackburn,Alan Shearer,17
1992-1993,17,Ipswich,Everton,1:0,Ipswich,Gavin Johnson,72
1992-1993,17,Liverpool,Crystal Palace,5:0,Liverpool,Steve McManaman,7
1992-1993,17,Liverpool,Crystal Palace,5:0,Liverpool,Mike Marsh,9
1992-1993,17,Liverpool,Crystal Palace,5:0,Liverpool,Steve McManaman,18
1992-1993,17,Liverpool,Crystal Palace,5:0,Liverpool,Ronny Rosenthal,61
1992-1993,17,Liverpool,Crystal Palace,5:0,Liverpool,Don Hutchison,72
1992-1993,17,Man City,Spurs,0:1,Spurs,Terry Phelan,77
1992-1993,17,Nottm Forest,Southampton,1:2,Southampton,Matt Le Tissier,21
1992-1993,17,Nottm Forest,Southampton,1:2,Nottm Forest,Nigel Clough,43
1992-1993,17,Nottm Forest,Southampton,1:2,Southampton,Micky Adams,63
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,Middlesbrough,Willie Falconer,15
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,Oldham Athletic,Gunnar Halle,21
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,Oldham Athletic,Neil Pointon,24
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,Oldham Athletic,Graeme Sharp,28
1992-1993,17,Oldham Athletic,Middlesbrough,4:1,Oldham Athletic,Neil Adams,60
1992-1993,17,Sheff Utd,Coventry,1:1,Coventry,Micky Quinn,7
1992-1993,17,Sheff Utd,Coventry,1:1,Sheff Utd,Andy Pearce,37
1992-1993,17,Wimbledon FC,Sheff Wed,1:1,Sheff Wed,Chris Bart Williams,14
1992-1993,17,Wimbledon FC,Sheff Wed,1:1,Wimbledon FC,Vinnie Jones,89
1992-1993,17,Chelsea,Leeds,1:0,Chelsea,Andy Townsend,87
1992-1993,18,Coventry,Ipswich,2:2,Ipswich,Chris Kiwomya,13
1992-1993,18,Coventry,Ipswich,2:2,Coventry,Kevin Gallacher,16
1992-1993,18,Coventry,Ipswich,2:2,Coventry,Micky Quinn,54
1992-1993,18,Coventry,Ipswich,2:2,Ipswich,Steve Whitton,70
1992-1993,18,Crystal Palace,Sheff Utd,2:0,Crystal Palace,Chris Armstrong,43
1992-1993,18,Crystal Palace,Sheff Utd,2:0,Crystal Palace,Gareth Southgate,76
1992-1993,18,Leeds,Nottm Forest,1:4,Nottm Forest,Nigel Clough,27
1992-1993,18,Leeds,Nottm Forest,1:4,Nottm Forest,Roy Keane,53
1992-1993,18,Leeds,Nottm Forest,1:4,Nottm Forest,Kingsley Black,54
1992-1993,18,Leeds,Nottm Forest,1:4,Nottm Forest,Roy Keane,67
1992-1993,18,Leeds,Nottm Forest,1:4,Leeds,Gary Speed,87
1992-1993,18,Middlesbrough,Blackburn,3:2,Blackburn,Jason Wilcox,44
1992-1993,18,Middlesbrough,Blackburn,3:2,Middlesbrough,John Hendrie,52
1992-1993,18,Middlesbrough,Blackburn,3:2,Middlesbrough,John Hendrie,55
1992-1993,18,Middlesbrough,Blackburn,3:2,Middlesbrough,John Hendrie,66
1992-1993,18,Middlesbrough,Blackburn,3:2,Blackburn,Jimmy Phillips,74
1992-1993,18,Norwich,Wimbledon FC,2:1,Wimbledon FC,Lawrie Sanchez,53
1992-1993,18,Norwich,Wimbledon FC,2:1,Norwich,Mark Robins,77
1992-1993,18,Norwich,Wimbledon FC,2:1,Norwich,David Phillips,88
1992-1993,18,QPR,Oldham Athletic,3:2,QPR,Les Ferdinand,24
1992-1993,18,QPR,Oldham Athletic,3:2,QPR,Gary Penrice,33
1992-1993,18,QPR,Oldham Athletic,3:2,Oldham Athletic,Neil Adams,41
1992-1993,18,QPR,Oldham Athletic,3:2,Oldham Athletic,Ian Olney,46
1992-1993,18,QPR,Oldham Athletic,3:2,QPR,Les Ferdinand,52
1992-1993,18,Sheff Wed,Aston Villa,1:2,Aston Villa,Dalian Atkinson,19
1992-1993,18,Sheff Wed,Aston Villa,1:2,Sheff Wed,Mark Bright,26
1992-1993,18,Sheff Wed,Aston Villa,1:2,Aston Villa,Dalian Atkinson,67
1992-1993,18,Southampton,Arsenal,2:0,Southampton,Neil Maddison,16
1992-1993,18,Southampton,Arsenal,2:0,Southampton,Iain Dowie,53
1992-1993,18,Spurs,Chelsea,1:2,Chelsea,Eddie Newton,76
1992-1993,18,Spurs,Chelsea,1:2,Chelsea,Eddie Newton,85
1992-1993,18,Spurs,Chelsea,1:2,Spurs,Sol Campbell,88
1992-1993,18,Man Utd,Man City,2:1,Man Utd,Paul Ince,20
1992-1993,18,Man Utd,Man City,2:1,Man Utd,Mark Hughes,73
1992-1993,18,Man Utd,Man City,2:1,Man City,Niall Quinn,74
1992-1993,18,Everton,Liverpool,2:1,Liverpool,Mark Wright,62
1992-1993,18,Everton,Liverpool,2:1,Everton,Mo Johnston,63
1992-1993,18,Everton,Liverpool,2:1,Everton,Peter Beardsley,84
1992-1993,19,Aston Villa,Nottm Forest,2:1,Nottm Forest,Roy Keane,9
1992-1993,19,Aston Villa,Nottm Forest,2:1,Aston Villa,Cyrille Regis,33
1992-1993,19,Aston Villa,Nottm Forest,2:1,Aston Villa,Paul McGrath,47
1992-1993,19,Ipswich,Man City,3:1,Man City,Garry Flitcroft,37
1992-1993,19,Ipswich,Man City,3:1,Ipswich,Mick Stockwell,57
1992-1993,19,Ipswich,Man City,3:1,Ipswich,Gavin Johnson,61
1992-1993,19,Ipswich,Man City,3:1,Ipswich,Paul Goddard,88
1992-1993,19,Leeds,Sheff Wed,3:1,Leeds,Gary Speed,32
1992-1993,19,Leeds,Sheff Wed,3:1,Sheff Wed,Roland Nilsson,37
1992-1993,19,Leeds,Sheff Wed,3:1,Leeds,Lee Chapman,46
1992-1993,19,Leeds,Sheff Wed,3:1,Leeds,Imre Varadi,79
1992-1993,19,Man Utd,Norwich,1:0,Man Utd,Mark Hughes,59
1992-1993,19,QPR,Crystal Palace,1:3,QPR,Gary Penrice,26
1992-1993,19,QPR,Crystal Palace,1:3,Crystal Palace,Eddie McGoldrick,46
1992-1993,19,QPR,Crystal Palace,1:3,Crystal Palace,Chris Armstrong,71
1992-1993,19,QPR,Crystal Palace,1:3,Crystal Palace,Eddie McGoldrick,89
1992-1993,19,Sheff Utd,Everton,1:0,Sheff Utd,Adrian Littlejohn,34
1992-1993,19,Southampton,Coventry,2:2,Coventry,Micky Quinn,6
1992-1993,19,Southampton,Coventry,2:2,Southampton,Neil Maddison,9
1992-1993,19,Southampton,Coventry,2:2,Coventry,Micky Quinn,25
1992-1993,19,Southampton,Coventry,2:2,Southampton,Iain Dowie,61
1992-1993,19,Spurs,Arsenal,1:0,Spurs,Paul Allen,20
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Wimbledon FC,Neal Ardley,18
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Wimbledon FC,Dean Holdsworth,22
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Wimbledon FC,Neal Ardley,26
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Oldham Athletic,Mark Brennan,46
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Wimbledon FC,Andy Clarke,51
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Wimbledon FC,Dean Holdsworth,52
1992-1993,19,Wimbledon FC,Oldham Athletic,5:2,Oldham Athletic,Mike Milligan,63
1992-1993,19,Liverpool,Blackburn,2:1,Liverpool,Mark Walters,77
1992-1993,19,Liverpool,Blackburn,2:1,Blackburn,Alan Shearer,80
1992-1993,19,Liverpool,Blackburn,2:1,Liverpool,Mark Walters,85
1992-1993,20,Arsenal,Middlesbrough,1:1,Middlesbrough,David Seaman,34
1992-1993,20,Arsenal,Middlesbrough,1:1,Arsenal,Ian Wright,81
1992-1993,20,Blackburn,Sheff Utd,1:0,Blackburn,Kevin Moran,27
1992-1993,20,Chelsea,Man Utd,1:1,Chelsea,David Lee,67
1992-1993,20,Chelsea,Man Utd,1:1,Man Utd,Eric Cantona,71
1992-1993,20,Coventry,Liverpool,5:1,Coventry,Brian Borrows,37
1992-1993,20,Coventry,Liverpool,5:1,Coventry,Brian Borrows,54
1992-1993,20,Coventry,Liverpool,5:1,Coventry,Kevin Gallacher,61
1992-1993,20,Coventry,Liverpool,5:1,Liverpool,Jamie Redknapp,64
1992-1993,20,Coventry,Liverpool,5:1,Coventry,Micky Quinn,71
1992-1993,20,Coventry,Liverpool,5:1,Coventry,Micky Quinn,74
1992-1993,20,Everton,Southampton,2:1,Southampton,Matt Le Tissier,5
1992-1993,20,Everton,Southampton,2:1,Everton,Peter Beardsley,11
1992-1993,20,Everton,Southampton,2:1,Everton,Paul Rideout,36
1992-1993,20,Man City,Aston Villa,1:1,Aston Villa,Garry Parker,34
1992-1993,20,Man City,Aston Villa,1:1,Man City,Garry Flitcroft,58
1992-1993,20,Oldham Athletic,Spurs,2:1,Oldham Athletic,Graeme Sharp,29
1992-1993,20,Oldham Athletic,Spurs,2:1,Spurs,Teddy Sheringham,61
1992-1993,20,Oldham Athletic,Spurs,2:1,Oldham Athletic,Ian Olney,90
1992-1993,20,Sheff Wed,QPR,1:0,Sheff Wed,Mark Bright,39
1992-1993,20,Crystal Palace,Leeds,1:0,Crystal Palace,Andy Thorn,30
1992-1993,20,Nottm Forest,Wimbledon FC,1:1,Nottm Forest,Nigel Clough,5
1992-1993,20,Nottm Forest,Wimbledon FC,1:1,Wimbledon FC,Andy Clarke,13
1992-1993,20,Norwich,Ipswich,0:2,Ipswich,Chris Kiwomya,51
1992-1993,20,Norwich,Ipswich,0:2,Ipswich,Neil Thompson,87
1992-1993,21,Blackburn,Leeds,3:1,Blackburn,Jason Wilcox,8
1992-1993,21,Blackburn,Leeds,3:1,Leeds,Gary McAllister,38
1992-1993,21,Blackburn,Leeds,3:1,Blackburn,Alan Shearer,45
1992-1993,21,Blackburn,Leeds,3:1,Blackburn,Alan Shearer,58
1992-1993,21,Chelsea,Southampton,1:1,Southampton,Iain Dowie,2
1992-1993,21,Chelsea,Southampton,1:1,Chelsea,Eddie Newton,89
1992-1993,21,Coventry,Aston Villa,3:0,Coventry,Micky Quinn,52
1992-1993,21,Coventry,Aston Villa,3:0,Coventry,Micky Quinn,55
1992-1993,21,Coventry,Aston Villa,3:0,Coventry,Robert Rosario,59
1992-1993,21,Crystal Palace,Wimbledon FC,2:0,Crystal Palace,Chris Coleman,3
1992-1993,21,Crystal Palace,Wimbledon FC,2:0,Crystal Palace,Geoff Thomas,37
1992-1993,21,Everton,Middlesbrough,2:2,Everton,Paul Rideout,47
1992-1993,21,Everton,Middlesbrough,2:2,Middlesbrough,Craig Hignett,49
1992-1993,21,Everton,Middlesbrough,2:2,Everton,Peter Beardsley,66
1992-1993,21,Everton,Middlesbrough,2:2,Middlesbrough,Craig Hignett,82
1992-1993,21,Man City,Sheff Utd,2:0,Man City,David White,20
1992-1993,21,Man City,Sheff Utd,2:0,Man City,David White,55
1992-1993,21,Sheff Wed,Man Utd,3:3,Sheff Wed,David Hirst,2
1992-1993,21,Sheff Wed,Man Utd,3:3,Sheff Wed,Mark Bright,6
1992-1993,21,Sheff Wed,Man Utd,3:3,Sheff Wed,John Sheridan,62
1992-1993,21,Sheff Wed,Man Utd,3:3,Man Utd,Brian McClair,67
1992-1993,21,Sheff Wed,Man Utd,3:3,Man Utd,Brian McClair,80
1992-1993,21,Sheff Wed,Man Utd,3:3,Man Utd,Eric Cantona,84
1992-1993,21,Nottm Forest,QPR,1:0,Nottm Forest,Gary Crosby,70
1992-1993,21,Oldham Athletic,Liverpool,3:2,Oldham Athletic,Darren Beckford,20
1992-1993,21,Oldham Athletic,Liverpool,3:2,Liverpool,Ian Rush,30
1992-1993,21,Oldham Athletic,Liverpool,3:2,Oldham Athletic,Ian Olney,35
1992-1993,21,Oldham Athletic,Liverpool,3:2,Oldham Athletic,Ian Olney,36
1992-1993,21,Oldham Athletic,Liverpool,3:2,Liverpool,Ian Rush,59
1992-1993,22,Aston Villa,Arsenal,1:0,Aston Villa,Dean Saunders,45
1992-1993,22,Ipswich,Blackburn,2:1,Blackburn,Roy Wegerle,72
1992-1993,22,Ipswich,Blackburn,2:1,Ipswich,Boncho Genchev,79
1992-1993,22,Ipswich,Blackburn,2:1,Ipswich,Chris Kiwomya,81
1992-1993,22,Liverpool,Man City,1:1,Man City,Niall Quinn,39
1992-1993,22,Liverpool,Man City,1:1,Liverpool,Ian Rush,49
1992-1993,22,Man Utd,Coventry,5:0,Man Utd,Ryan Giggs,6
1992-1993,22,Man Utd,Coventry,5:0,Man Utd,Mark Hughes,40
1992-1993,22,Man Utd,Coventry,5:0,Man Utd,Eric Cantona,64
1992-1993,22,Man Utd,Coventry,5:0,Man Utd,Lee Sharpe,78
1992-1993,22,Man Utd,Coventry,5:0,Man Utd,Denis Irwin,83
1992-1993,22,Middlesbrough,Crystal Palace,0:1,Crystal Palace,Simon Osborn,63
1992-1993,22,QPR,Everton,4:2,QPR,Andy Sinton,27
1992-1993,22,QPR,Everton,4:2,QPR,Gary Penrice,46
1992-1993,22,QPR,Everton,4:2,QPR,Andy Sinton,51
1992-1993,22,QPR,Everton,4:2,Everton,Stuart Barlow,65
1992-1993,22,QPR,Everton,4:2,Everton,Stuart Barlow,72
1992-1993,22,QPR,Everton,4:2,QPR,Andy Sinton,88
1992-1993,22,Southampton,Sheff Wed,1:2,Sheff Wed,John Sheridan,12
1992-1993,22,Southampton,Sheff Wed,1:2,Sheff Wed,David Hirst,63
1992-1993,22,Southampton,Sheff Wed,1:2,Southampton,Ken Monkou,80
1992-1993,22,Spurs,Nottm Forest,2:1,Spurs,Nick Barmby,35
1992-1993,22,Spurs,Nottm Forest,2:1,Nottm Forest,Scot Gemmill,73
1992-1993,22,Spurs,Nottm Forest,2:1,Spurs,Gary Mabbutt,85
1992-1993,22,Sheff Utd,Oldham Athletic,2:0,Sheff Utd,John Gannon,45
1992-1993,22,Sheff Utd,Oldham Athletic,2:0,Sheff Utd,Adrian Littlejohn,77
1992-1993,23,Arsenal,Sheff Utd,1:1,Arsenal,David Hillier,43
1992-1993,23,Arsenal,Sheff Utd,1:1,Sheff Utd,Adrian Littlejohn,87
1992-1993,23,Chelsea,Man City,2:4,Man City,David White,26
1992-1993,23,Chelsea,Man City,2:4,Man City,Mike Sheron,29
1992-1993,23,Chelsea,Man City,2:4,Man City,Frank Sinclair,54
1992-1993,23,Chelsea,Man City,2:4,Chelsea,Graham Stuart,77
1992-1993,23,Chelsea,Man City,2:4,Chelsea,John Spencer,83
1992-1993,23,Chelsea,Man City,2:4,Man City,Mike Sheron,87
1992-1993,23,Coventry,Nottm Forest,0:1,Nottm Forest,Ian Woan,65
1992-1993,23,Crystal Palace,Everton,0:2,Everton,Matt Jackson,50
1992-1993,23,Crystal Palace,Everton,0:2,Everton,Peter Beardsley,85
1992-1993,23,Ipswich,Oldham Athletic,1:2,Oldham Athletic,Mark Brennan,16
1992-1993,23,Ipswich,Oldham Athletic,1:2,Oldham Athletic,Paul Bernard,51
1992-1993,23,Ipswich,Oldham Athletic,1:2,Ipswich,Chris Kiwomya,60
1992-1993,23,Leeds,Southampton,2:1,Southampton,Kerry Dixon,19
1992-1993,23,Leeds,Southampton,2:1,Leeds,Lee Chapman,50
1992-1993,23,Leeds,Southampton,2:1,Leeds,Gary Speed,72
1992-1993,23,Liverpool,Aston Villa,1:2,Liverpool,John Barnes,42
1992-1993,23,Liverpool,Aston Villa,1:2,Aston Villa,Garry Parker,54
1992-1993,23,Liverpool,Aston Villa,1:2,Aston Villa,Dean Saunders,64
1992-1993,23,Man Utd,Spurs,4:1,Man Utd,Eric Cantona,40
1992-1993,23,Man Utd,Spurs,4:1,Man Utd,Denis Irwin,52
1992-1993,23,Man Utd,Spurs,4:1,Man Utd,Brian McClair,53
1992-1993,23,Man Utd,Spurs,4:1,Man Utd,Paul Parker,58
1992-1993,23,Man Utd,Spurs,4:1,Spurs,Nick Barmby,88
1992-1993,23,Middlesbrough,QPR,0:1,QPR,Les Ferdinand,72
1992-1993,23,Sheff Wed,Norwich,1:0,Sheff Wed,Nigel Worthington,42
1992-1993,24,Everton,Leeds,2:0,Everton,Tony Cottee,30
1992-1993,24,Everton,Leeds,2:0,Everton,Tony Cottee,49
1992-1993,24,Man City,Arsenal,0:1,Arsenal,Paul Merson,79
1992-1993,24,Norwich,Coventry,1:1,Norwich,Chris Sutton,13
1992-1993,24,Norwich,Coventry,1:1,Coventry,Micky Quinn,57
1992-1993,24,Nottm Forest,Chelsea,3:0,Nottm Forest,Gary Bannister,9
1992-1993,24,Nottm Forest,Chelsea,3:0,Nottm Forest,Gary Bannister,58
1992-1993,24,Nottm Forest,Chelsea,3:0,Nottm Forest,Thorvaldur Orlygsson,89
1992-1993,24,Oldham Athletic,Blackburn,0:1,Blackburn,Stuart Ripley,80
1992-1993,24,Sheff Utd,Ipswich,3:0,Sheff Utd,Brian Deane,31
1992-1993,24,Sheff Utd,Ipswich,3:0,Sheff Utd,Brian Deane,72
1992-1993,24,Sheff Utd,Ipswich,3:0,Sheff Utd,Brian Deane,75
1992-1993,24,Southampton,Crystal Palace,1:0,Southampton,Neil Maddison,50
1992-1993,24,Spurs,Sheff Wed,0:2,Sheff Wed,Mark Bright,54
1992-1993,24,Spurs,Sheff Wed,0:2,Sheff Wed,David Hirst,88
1992-1993,24,Wimbledon FC,Liverpool,2:0,Wimbledon FC,John Fashanu,36
1992-1993,24,Wimbledon FC,Liverpool,2:0,Wimbledon FC,Steve Cotterill,64
1992-1993,24,Aston Villa,Middlesbrough,5:1,Aston Villa,Garry Parker,26
1992-1993,24,Aston Villa,Middlesbrough,5:1,Aston Villa,Paul McGrath,32
1992-1993,24,Aston Villa,Middlesbrough,5:1,Aston Villa,Dwight Yorke,44
1992-1993,24,Aston Villa,Middlesbrough,5:1,Aston Villa,Dean Saunders,58
1992-1993,24,Aston Villa,Middlesbrough,5:1,Aston Villa,Shaun Teale,68
